"","x"
"(Intercept)",-55618.1914219659
"Date",4.02155401738582e-05
"month",-106.480737348398
"day",-3.95641514606038
"hour",-0.547209875426171
"PeakHour",110.984556620365
"temperature",0.0439846678674822
