"","Account","Date","month","day","year","hour","PeakHour","temperature","DayOfWeek","Weekday","kWh"
"1",999999999,2014-01-01,1,1,2014,0,0,23,2,1,78.405
"2",999999999,2014-01-01,1,1,2014,1,0,21.9,3,1,76.425
"3",999999999,2014-01-01,1,1,2014,2,0,21.9,4,1,78.015
"4",999999999,2014-01-01,1,1,2014,3,0,21.9,5,0,78.12
"5",999999999,2014-01-01,1,1,2014,4,0,21,6,0,77.535
"6",999999999,2014-01-01,1,1,2014,5,0,21,0,1,104.099999
"7",999999999,2014-01-01,1,1,2014,6,0,21,1,1,158.264998
"8",999999999,2014-01-01,1,1,2014,7,1,19.9,2,1,249.164995
"9",999999999,2014-01-01,1,1,2014,8,1,23,3,1,240.524994
"10",999999999,2014-01-01,1,1,2014,9,1,24.1,4,1,224.069994
"11",999999999,2014-01-01,1,1,2014,10,1,26.1,5,0,223.394993
"12",999999999,2014-01-01,1,1,2014,11,1,26.1,6,0,215.039996
"13",999999999,2014-01-01,1,1,2014,12,1,27,0,1,210.675
"14",999999999,2014-01-01,1,1,2014,13,1,28,1,1,196.049998
"15",999999999,2014-01-01,1,1,2014,14,1,27,2,1,196.559993
"16",999999999,2014-01-01,1,1,2014,15,1,27,3,1,151.829996
"17",999999999,2014-01-01,1,1,2014,16,1,26.1,4,1,103.739998
"18",999999999,2014-01-01,1,1,2014,17,1,25,5,0,99.584999
"19",999999999,2014-01-01,1,1,2014,18,1,24.1,6,0,97.589998
"20",999999999,2014-01-01,1,1,2014,19,1,24.1,0,1,91.47
"21",999999999,2014-01-01,1,1,2014,20,0,23,1,1,93.6
"22",999999999,2014-01-01,1,1,2014,21,0,21.9,2,1,79.35
"23",999999999,2014-01-01,1,1,2014,22,0,23,3,1,76.44
"24",999999999,2014-01-01,1,1,2014,23,0,23,4,1,78.975
"25",999999999,2014-01-02,1,2,2014,0,0,21,5,0,78.66
"26",999999999,2014-01-02,1,2,2014,1,0,20.16666667,6,0,77.385
"27",999999999,2014-01-02,1,2,2014,2,0,19.2,0,1,79.485
"28",999999999,2014-01-02,1,2,2014,3,0,19.2,1,1,83.685
"29",999999999,2014-01-02,1,2,2014,4,0,19.2,2,1,162.194999
"30",999999999,2014-01-02,1,2,2014,5,0,19.26666667,3,1,170.474997
"31",999999999,2014-01-02,1,2,2014,6,0,19.26666667,4,1,205.874997
"32",999999999,2014-01-02,1,2,2014,7,1,19.2,5,0,264.044997
"33",999999999,2014-01-02,1,2,2014,8,1,19.56666667,6,0,263.534995
"34",999999999,2014-01-02,1,2,2014,9,1,24.1,0,1,269.009995
"35",999999999,2014-01-02,1,2,2014,10,1,25.8,1,1,80.82
"36",999999999,2014-01-02,1,2,2014,11,1,24.56666667,2,1,33.45
"37",999999999,2014-01-02,1,2,2014,12,1,24.1,3,1,24.825
"38",999999999,2014-01-02,1,2,2014,13,1,25.83333333,4,1,28.995
"39",999999999,2014-01-02,1,2,2014,14,1,19.9,5,0,20.775
"40",999999999,2014-01-02,1,2,2014,15,1,13.95,6,0,6
"55",999999999,2014-01-03,1,3,2014,6,0,3.1,0,1,6.975
"56",999999999,2014-01-03,1,3,2014,7,1,3.9,1,1,50.79
"57",999999999,2014-01-03,1,3,2014,8,1,5,2,1,51.945
"58",999999999,2014-01-03,1,3,2014,9,1,6.1,3,1,40.275
"59",999999999,2014-01-03,1,3,2014,10,1,8.8,4,1,41.1
"60",999999999,2014-01-03,1,3,2014,11,1,9.75,5,0,40.995
"61",999999999,2014-01-03,1,3,2014,12,1,12,6,0,40.095
"62",999999999,2014-01-03,1,3,2014,13,1,14,0,1,39.06
"63",999999999,2014-01-03,1,3,2014,14,1,14,1,1,37.785
"64",999999999,2014-01-03,1,3,2014,15,1,12.9,2,1,20.295
"126",999999999,2014-01-06,1,6,2014,5,0,44.73333333,1,1,0.21
"127",999999999,2014-01-06,1,6,2014,6,0,46.9,2,1,1.35
"128",999999999,2014-01-06,1,6,2014,7,1,48.1,3,1,51.075
"129",999999999,2014-01-06,1,6,2014,8,1,48.13333333,4,1,90.764999
"130",999999999,2014-01-06,1,6,2014,9,1,51.1,5,0,95.609999
"131",999999999,2014-01-06,1,6,2014,10,1,52.46666667,6,0,89.894999
"132",999999999,2014-01-06,1,6,2014,11,1,54.58333333,0,1,82.005
"133",999999999,2014-01-06,1,6,2014,12,1,55.65,1,1,75.51
"134",999999999,2014-01-06,1,6,2014,13,1,53.8,2,1,64.125
"135",999999999,2014-01-06,1,6,2014,14,1,53.35,3,1,51.21
"136",999999999,2014-01-06,1,6,2014,15,1,48,4,1,23.55
"137",999999999,2014-01-06,1,6,2014,16,1,45,5,0,0.15
"151",999999999,2014-01-07,1,7,2014,6,0,12.9,5,0,5.4
"152",999999999,2014-01-07,1,7,2014,7,1,12,6,0,71.97
"153",999999999,2014-01-07,1,7,2014,8,1,12.9,0,1,105.059999
"154",999999999,2014-01-07,1,7,2014,9,1,14,1,1,75.42
"155",999999999,2014-01-07,1,7,2014,10,1,15.1,2,1,109.439995
"156",999999999,2014-01-07,1,7,2014,11,1,15.1,3,1,94.425
"157",999999999,2014-01-07,1,7,2014,12,1,16,4,1,87.21
"158",999999999,2014-01-07,1,7,2014,13,1,15.1,5,0,82.29
"159",999999999,2014-01-07,1,7,2014,14,1,15.1,6,0,79.59
"160",999999999,2014-01-07,1,7,2014,15,1,12.9,0,1,40.05
"175",999999999,2014-01-08,1,8,2014,6,0,7,1,1,14.07
"176",999999999,2014-01-08,1,8,2014,7,1,8.1,2,1,106.019999
"177",999999999,2014-01-08,1,8,2014,8,1,10.9,3,1,135.809997
"178",999999999,2014-01-08,1,8,2014,9,1,14,4,1,142.215
"179",999999999,2014-01-08,1,8,2014,10,1,17.1,5,0,152.534997
"180",999999999,2014-01-08,1,8,2014,11,1,19.9,6,0,101.205
"181",999999999,2014-01-08,1,8,2014,12,1,21.9,0,1,84.63
"182",999999999,2014-01-08,1,8,2014,13,1,21,1,1,77.295
"183",999999999,2014-01-08,1,8,2014,14,1,21.9,2,1,72.3
"184",999999999,2014-01-08,1,8,2014,15,1,21,3,1,40.65
"185",999999999,2014-01-08,1,8,2014,16,1,19.9,4,1,0.03
"199",999999999,2014-01-09,1,9,2014,6,0,19,4,1,20.49
"200",999999999,2014-01-09,1,9,2014,7,1,19.9,5,0,110.354999
"201",999999999,2014-01-09,1,9,2014,8,1,21.9,6,0,127.019998
"202",999999999,2014-01-09,1,9,2014,9,1,24.1,0,1,241.919994
"203",999999999,2014-01-09,1,9,2014,10,1,26.1,1,1,308.579991
"204",999999999,2014-01-09,1,9,2014,11,1,26.1,2,1,303.929994
"205",999999999,2014-01-09,1,9,2014,12,1,28,3,1,292.844992
"206",999999999,2014-01-09,1,9,2014,13,1,30,4,1,286.304993
"207",999999999,2014-01-09,1,9,2014,14,1,30,5,0,86.64
"208",999999999,2014-01-09,1,9,2014,15,1,28.9,6,0,45.87
"223",999999999,2014-01-10,1,10,2014,6,0,24.1,0,1,20.145
"224",999999999,2014-01-10,1,10,2014,7,1,23.45,1,1,93.044999
"225",999999999,2014-01-10,1,10,2014,8,1,24.56666667,2,1,126.479999
"226",999999999,2014-01-10,1,10,2014,9,1,26.73333333,3,1,125.699994
"227",999999999,2014-01-10,1,10,2014,10,1,27.06666667,4,1,115.29
"228",999999999,2014-01-10,1,10,2014,11,1,29.2,5,0,95.64
"229",999999999,2014-01-10,1,10,2014,12,1,30.9,6,0,92.31
"230",999999999,2014-01-10,1,10,2014,13,1,32,0,1,70.065
"231",999999999,2014-01-10,1,10,2014,14,1,32,1,1,37.905
"232",999999999,2014-01-10,1,10,2014,15,1,32,2,1,13.455
"295",999999999,2014-01-13,1,13,2014,6,0,30.9,2,1,22.905
"296",999999999,2014-01-13,1,13,2014,7,1,33.1,3,1,104.789997
"297",999999999,2014-01-13,1,13,2014,8,1,37,4,1,135.419997
"298",999999999,2014-01-13,1,13,2014,9,1,41,5,0,128.789997
"299",999999999,2014-01-13,1,13,2014,10,1,44.1,6,0,128.474997
"300",999999999,2014-01-13,1,13,2014,11,1,46.9,0,1,102.284999
"301",999999999,2014-01-13,1,13,2014,12,1,50,1,1,95.234999
"302",999999999,2014-01-13,1,13,2014,13,1,48.9,2,1,85.89
"303",999999999,2014-01-13,1,13,2014,14,1,48.9,3,1,73.815
"304",999999999,2014-01-13,1,13,2014,15,1,46.9,4,1,31.14
"305",999999999,2014-01-13,1,13,2014,16,1,45,5,0,0.045
"320",999999999,2014-01-14,1,14,2014,7,1,48,6,0,81.629998
"321",999999999,2014-01-14,1,14,2014,8,1,46.9,0,1,101.039993
"322",999999999,2014-01-14,1,14,2014,9,1,46.9,1,1,92.205
"323",999999999,2014-01-14,1,14,2014,10,1,48,2,1,91.979999
"324",999999999,2014-01-14,1,14,2014,11,1,48,3,1,81.765
"325",999999999,2014-01-14,1,14,2014,12,1,48.55,4,1,63.36
"326",999999999,2014-01-14,1,14,2014,13,1,47.875,5,0,63.27
"327",999999999,2014-01-14,1,14,2014,14,1,46.5,6,0,53.355
"328",999999999,2014-01-14,1,14,2014,15,1,47.16666667,0,1,23.655
"329",999999999,2014-01-14,1,14,2014,16,1,46.65,1,1,0.24
"343",999999999,2014-01-15,1,15,2014,6,0,36,3,1,6.975
"344",999999999,2014-01-15,1,15,2014,7,1,37,4,1,59.565
"345",999999999,2014-01-15,1,15,2014,8,1,39,5,0,89.114999
"346",999999999,2014-01-15,1,15,2014,9,1,42.1,6,0,95.624999
"347",999999999,2014-01-15,1,15,2014,10,1,44.1,0,1,109.274998
"348",999999999,2014-01-15,1,15,2014,11,1,46,1,1,79.74
"349",999999999,2014-01-15,1,15,2014,12,1,46,2,1,68.895
"350",999999999,2014-01-15,1,15,2014,13,1,46.9,3,1,59.325
"351",999999999,2014-01-15,1,15,2014,14,1,46,4,1,49.245
"352",999999999,2014-01-15,1,15,2014,15,1,44.1,5,0,18.33
"367",999999999,2014-01-16,1,16,2014,6,0,35.06666667,6,0,4.365
"368",999999999,2014-01-16,1,16,2014,7,1,33.86666667,0,1,88.934999
"369",999999999,2014-01-16,1,16,2014,8,1,35.35,1,1,92.22
"370",999999999,2014-01-16,1,16,2014,9,1,37.26666667,2,1,96.779999
"371",999999999,2014-01-16,1,16,2014,10,1,39,3,1,99.914999
"372",999999999,2014-01-16,1,16,2014,11,1,37.9,4,1,66.48
"373",999999999,2014-01-16,1,16,2014,12,1,37.3,5,0,66.27
"374",999999999,2014-01-16,1,16,2014,13,1,37.65,6,0,57.285
"375",999999999,2014-01-16,1,16,2014,14,1,39,0,1,50.31
"376",999999999,2014-01-16,1,16,2014,15,1,37.65,1,1,23.4
"391",999999999,2014-01-17,1,17,2014,6,0,36,2,1,9.075
"392",999999999,2014-01-17,1,17,2014,7,1,35.6,3,1,81.524998
"393",999999999,2014-01-17,1,17,2014,8,1,37.9,4,1,106.109999
"394",999999999,2014-01-17,1,17,2014,9,1,39,5,0,95.474998
"395",999999999,2014-01-17,1,17,2014,10,1,39.9,6,0,94.589998
"396",999999999,2014-01-17,1,17,2014,11,1,42.1,0,1,72.78
"397",999999999,2014-01-17,1,17,2014,12,1,44.1,1,1,66.015
"398",999999999,2014-01-17,1,17,2014,13,1,45,2,1,63
"399",999999999,2014-01-17,1,17,2014,14,1,45,3,1,49.74
"400",999999999,2014-01-17,1,17,2014,15,1,44.1,4,1,17.13
"463",999999999,2014-01-20,1,20,2014,6,0,34,4,1,10.695
"464",999999999,2014-01-20,1,20,2014,7,1,34,5,0,62.31
"465",999999999,2014-01-20,1,20,2014,8,1,35.1,6,0,65.535
"466",999999999,2014-01-20,1,20,2014,9,1,36,0,1,67.185
"467",999999999,2014-01-20,1,20,2014,10,1,37,1,1,67.44
"468",999999999,2014-01-20,1,20,2014,11,1,37.9,2,1,47.685
"469",999999999,2014-01-20,1,20,2014,12,1,39,3,1,40.86
"470",999999999,2014-01-20,1,20,2014,13,1,39.9,4,1,24.825
"471",999999999,2014-01-20,1,20,2014,14,1,41,5,0,15.3
"472",999999999,2014-01-20,1,20,2014,15,1,41,6,0,8.19
"487",999999999,2014-01-21,1,21,2014,6,0,14,0,1,21.75
"488",999999999,2014-01-21,1,21,2014,7,1,12.9,1,1,120.674998
"489",999999999,2014-01-21,1,21,2014,8,1,14,2,1,131.549999
"490",999999999,2014-01-21,1,21,2014,9,1,15.1,3,1,138.224997
"491",999999999,2014-01-21,1,21,2014,10,1,15.1,4,1,97.994998
"492",999999999,2014-01-21,1,21,2014,11,1,15.1,5,0,91.44
"493",999999999,2014-01-21,1,21,2014,12,1,16,6,0,90.539999
"494",999999999,2014-01-21,1,21,2014,13,1,16,0,1,83.25
"495",999999999,2014-01-21,1,21,2014,14,1,16,1,1,77.805
"496",999999999,2014-01-21,1,21,2014,15,1,15.1,2,1,38.76
"497",999999999,2014-01-21,1,21,2014,16,1,12.825,3,1,0.045
"511",999999999,2014-01-22,1,22,2014,6,0,8.35,3,1,12.465
"512",999999999,2014-01-22,1,22,2014,7,1,6.9,4,1,59.16
"513",999999999,2014-01-22,1,22,2014,8,1,7.45,5,0,60.555
"514",999999999,2014-01-22,1,22,2014,9,1,9,6,0,52.785
"515",999999999,2014-01-22,1,22,2014,10,1,10.9,0,1,52.32
"516",999999999,2014-01-22,1,22,2014,11,1,10.9,1,1,45.39
"517",999999999,2014-01-22,1,22,2014,12,1,14,2,1,38.865
"518",999999999,2014-01-22,1,22,2014,13,1,16,3,1,38.16
"519",999999999,2014-01-22,1,22,2014,14,1,17.1,4,1,37.77
"520",999999999,2014-01-22,1,22,2014,15,1,17.1,5,0,19.935
"535",999999999,2014-01-23,1,23,2014,6,0,6.1,6,0,16.71
"536",999999999,2014-01-23,1,23,2014,7,1,7,0,1,95.744999
"537",999999999,2014-01-23,1,23,2014,8,1,9,1,1,128.549997
"538",999999999,2014-01-23,1,23,2014,9,1,10.9,2,1,133.049997
"539",999999999,2014-01-23,1,23,2014,10,1,14,3,1,141.599999
"540",999999999,2014-01-23,1,23,2014,11,1,18,4,1,100.589999
"541",999999999,2014-01-23,1,23,2014,12,1,19.9,5,0,85.2
"542",999999999,2014-01-23,1,23,2014,13,1,21,6,0,64.095
"543",999999999,2014-01-23,1,23,2014,14,1,21.9,0,1,36.63
"544",999999999,2014-01-23,1,23,2014,15,1,21,1,1,13.38
"559",999999999,2014-01-24,1,24,2014,6,0,8.1,2,1,18.33
"560",999999999,2014-01-24,1,24,2014,7,1,8.1,3,1,101.654998
"561",999999999,2014-01-24,1,24,2014,8,1,9,4,1,122.114998
"562",999999999,2014-01-24,1,24,2014,9,1,10,5,0,131.249998
"563",999999999,2014-01-24,1,24,2014,10,1,10.9,6,0,146.309996
"564",999999999,2014-01-24,1,24,2014,11,1,14,0,1,137.429998
"565",999999999,2014-01-24,1,24,2014,12,1,16,1,1,101.205
"566",999999999,2014-01-24,1,24,2014,13,1,17.1,2,1,80.34
"567",999999999,2014-01-24,1,24,2014,14,1,18,3,1,66.27
"568",999999999,2014-01-24,1,24,2014,15,1,17.1,4,1,39.825
"569",999999999,2014-01-24,1,24,2014,16,1,16,5,0,11.445
"570",999999999,2014-01-24,1,24,2014,17,1,16,6,0,12.69
"571",999999999,2014-01-24,1,24,2014,18,1,16,0,1,14.535
"572",999999999,2014-01-24,1,24,2014,19,1,14,1,1,12.855
"573",999999999,2014-01-24,1,24,2014,20,0,15.1,2,1,9.9
"574",999999999,2014-01-24,1,24,2014,21,0,15.1,3,1,2.505
"575",999999999,2014-01-24,1,24,2014,22,0,15.1,4,1,0.45
"631",999999999,2014-01-27,1,27,2014,6,0,30.9,4,1,3.99
"632",999999999,2014-01-27,1,27,2014,7,1,37.9,5,0,92.819997
"633",999999999,2014-01-27,1,27,2014,8,1,45,6,0,135.179999
"634",999999999,2014-01-27,1,27,2014,9,1,46,0,1,144.524997
"635",999999999,2014-01-27,1,27,2014,10,1,45,1,1,120.779994
"636",999999999,2014-01-27,1,27,2014,11,1,45,2,1,80.28
"637",999999999,2014-01-27,1,27,2014,12,1,45,3,1,58.035
"638",999999999,2014-01-27,1,27,2014,13,1,45,4,1,54.87
"639",999999999,2014-01-27,1,27,2014,14,1,39,5,0,41.25
"640",999999999,2014-01-27,1,27,2014,15,1,37,6,0,12.93
"654",999999999,2014-01-28,1,28,2014,5,0,12.9,6,0,0.045
"655",999999999,2014-01-28,1,28,2014,6,0,12.9,0,1,12.465
"656",999999999,2014-01-28,1,28,2014,7,1,14,1,1,92.069998
"657",999999999,2014-01-28,1,28,2014,8,1,15.1,2,1,124.529998
"658",999999999,2014-01-28,1,28,2014,9,1,16,3,1,119.054998
"659",999999999,2014-01-28,1,28,2014,10,1,17.1,4,1,100.634999
"660",999999999,2014-01-28,1,28,2014,11,1,17.1,5,0,99.194995
"661",999999999,2014-01-28,1,28,2014,12,1,18,6,0,83.265
"662",999999999,2014-01-28,1,28,2014,13,1,18,0,1,81.645
"663",999999999,2014-01-28,1,28,2014,14,1,19,1,1,75.15
"664",999999999,2014-01-28,1,28,2014,15,1,19,2,1,38.58
"679",999999999,2014-01-29,1,29,2014,6,0,15.1,5,0,12.645
"680",999999999,2014-01-29,1,29,2014,7,1,16,6,0,82.829999
"681",999999999,2014-01-29,1,29,2014,8,1,15.86666667,0,1,126.059999
"682",999999999,2014-01-29,1,29,2014,9,1,17.1,1,1,106.859997
"683",999999999,2014-01-29,1,29,2014,10,1,19.9,2,1,68.655
"684",999999999,2014-01-29,1,29,2014,11,1,21.9,3,1,61.53
"685",999999999,2014-01-29,1,29,2014,12,1,25,4,1,49.56
"686",999999999,2014-01-29,1,29,2014,13,1,26.1,5,0,49.095
"687",999999999,2014-01-29,1,29,2014,14,1,26.1,6,0,39.015
"688",999999999,2014-01-29,1,29,2014,15,1,26.1,0,1,17.835
"703",999999999,2014-01-30,1,30,2014,6,0,17.1,1,1,1.545
"704",999999999,2014-01-30,1,30,2014,7,1,18,2,1,82.59
"705",999999999,2014-01-30,1,30,2014,8,1,19.9,3,1,114.96
"706",999999999,2014-01-30,1,30,2014,9,1,21.9,4,1,84.525
"707",999999999,2014-01-30,1,30,2014,10,1,25,5,0,65.549999
"708",999999999,2014-01-30,1,30,2014,11,1,27,6,0,56.085
"709",999999999,2014-01-30,1,30,2014,12,1,28,0,1,53.58
"710",999999999,2014-01-30,1,30,2014,13,1,28.9,1,1,47.325
"711",999999999,2014-01-30,1,30,2014,14,1,30,2,1,33.015
"712",999999999,2014-01-30,1,30,2014,15,1,30,3,1,10.02
"727",999999999,2014-01-31,1,31,2014,6,0,27,4,1,18.285
"728",999999999,2014-01-31,1,31,2014,7,1,30.9,5,0,91.349998
"729",999999999,2014-01-31,1,31,2014,8,1,32,6,0,119.114995
"730",999999999,2014-01-31,1,31,2014,9,1,34,0,1,110.624998
"731",999999999,2014-01-31,1,31,2014,10,1,37,1,1,89.819999
"732",999999999,2014-01-31,1,31,2014,11,1,37,2,1,62.1
"733",999999999,2014-01-31,1,31,2014,12,1,39,3,1,55.395
"734",999999999,2014-01-31,1,31,2014,13,1,42.1,4,1,47.55
"735",999999999,2014-01-31,1,31,2014,14,1,41,5,0,35.1
"736",999999999,2014-01-31,1,31,2014,15,1,41,6,0,10.395
"799",999999999,2014-02-03,2,3,2014,6,0,35.1,6,0,20.625
"800",999999999,2014-02-03,2,3,2014,7,1,34,0,1,98.264999
"801",999999999,2014-02-03,2,3,2014,8,1,35.1,1,1,128.219997
"802",999999999,2014-02-03,2,3,2014,9,1,35.1,2,1,125.474999
"803",999999999,2014-02-03,2,3,2014,10,1,33.35,3,1,116.729999
"804",999999999,2014-02-03,2,3,2014,11,1,30.43333333,4,1,87.69
"805",999999999,2014-02-03,2,3,2014,12,1,30.9,5,0,54.015
"806",999999999,2014-02-03,2,3,2014,13,1,30.1,6,0,48.15
"807",999999999,2014-02-03,2,3,2014,14,1,30.13333333,0,1,46.275
"808",999999999,2014-02-03,2,3,2014,15,1,30.15,1,1,21.45
"823",999999999,2014-02-04,2,4,2014,6,0,24.1,2,1,16.665
"824",999999999,2014-02-04,2,4,2014,7,1,24.1,3,1,102.689998
"825",999999999,2014-02-04,2,4,2014,8,1,27,4,1,132.27
"826",999999999,2014-02-04,2,4,2014,9,1,28.9,5,0,106.604997
"827",999999999,2014-02-04,2,4,2014,10,1,30.9,6,0,109.214999
"828",999999999,2014-02-04,2,4,2014,11,1,33.1,0,1,99.239999
"829",999999999,2014-02-04,2,4,2014,12,1,33.1,1,1,77.91
"830",999999999,2014-02-04,2,4,2014,13,1,32,2,1,80.565
"831",999999999,2014-02-04,2,4,2014,14,1,34,3,1,69.825
"832",999999999,2014-02-04,2,4,2014,15,1,34,4,1,29.955
"847",999999999,2014-02-05,2,5,2014,6,0,28.56666667,5,0,4.41
"848",999999999,2014-02-05,2,5,2014,7,1,28.525,6,0,49.485
"849",999999999,2014-02-05,2,5,2014,8,1,29.2,0,1,50.73
"850",999999999,2014-02-05,2,5,2014,9,1,29.62,1,1,44.235
"851",999999999,2014-02-05,2,5,2014,10,1,32,2,1,26.475
"852",999999999,2014-02-05,2,5,2014,11,1,32,3,1,9.84
"853",999999999,2014-02-05,2,5,2014,12,1,33.1,4,1,5.775
"854",999999999,2014-02-05,2,5,2014,13,1,33.175,5,0,5.46
"855",999999999,2014-02-05,2,5,2014,14,1,33.45,6,0,5.25
"856",999999999,2014-02-05,2,5,2014,15,1,33.56666667,0,1,3.135
"871",999999999,2014-02-06,2,6,2014,6,0,20.55,1,1,19.68
"872",999999999,2014-02-06,2,6,2014,7,1,19,2,1,97.005
"873",999999999,2014-02-06,2,6,2014,8,1,19,3,1,127.214998
"874",999999999,2014-02-06,2,6,2014,9,1,19.9,4,1,99.299999
"875",999999999,2014-02-06,2,6,2014,10,1,21,5,0,98.864999
"876",999999999,2014-02-06,2,6,2014,11,1,21.9,6,0,90.345
"877",999999999,2014-02-06,2,6,2014,12,1,25,0,1,85.005
"878",999999999,2014-02-06,2,6,2014,13,1,26.1,1,1,83.445
"879",999999999,2014-02-06,2,6,2014,14,1,27,2,1,46.275
"880",999999999,2014-02-06,2,6,2014,15,1,27,3,1,18.3
"881",999999999,2014-02-06,2,6,2014,16,1,25,4,1,0.06
"895",999999999,2014-02-07,2,7,2014,6,0,21,4,1,22.05
"896",999999999,2014-02-07,2,7,2014,7,1,21.9,5,0,112.559999
"897",999999999,2014-02-07,2,7,2014,8,1,23,6,0,130.874998
"898",999999999,2014-02-07,2,7,2014,9,1,24.1,0,1,111.75
"899",999999999,2014-02-07,2,7,2014,10,1,26.1,1,1,106.334998
"900",999999999,2014-02-07,2,7,2014,11,1,27,2,1,93.524998
"901",999999999,2014-02-07,2,7,2014,12,1,28,3,1,87.855
"902",999999999,2014-02-07,2,7,2014,13,1,28.9,4,1,81.225
"903",999999999,2014-02-07,2,7,2014,14,1,30,5,0,46.59
"904",999999999,2014-02-07,2,7,2014,15,1,28.9,6,0,16.305
"967",999999999,2014-02-10,2,10,2014,6,0,21.9,6,0,20.835
"968",999999999,2014-02-10,2,10,2014,7,1,23,0,1,98.909998
"969",999999999,2014-02-10,2,10,2014,8,1,23,1,1,135.119997
"970",999999999,2014-02-10,2,10,2014,9,1,25,2,1,138.314996
"971",999999999,2014-02-10,2,10,2014,10,1,27,3,1,152.549996
"972",999999999,2014-02-10,2,10,2014,11,1,27,4,1,135.794996
"973",999999999,2014-02-10,2,10,2014,12,1,27,5,0,122.549997
"974",999999999,2014-02-10,2,10,2014,13,1,28.9,6,0,98.549998
"975",999999999,2014-02-10,2,10,2014,14,1,28.9,0,1,87.975
"976",999999999,2014-02-10,2,10,2014,15,1,27,1,1,43.695
"991",999999999,2014-02-11,2,11,2014,6,0,15.1,2,1,25.575
"992",999999999,2014-02-11,2,11,2014,7,1,16,3,1,110.069998
"993",999999999,2014-02-11,2,11,2014,8,1,19,4,1,134.759997
"994",999999999,2014-02-11,2,11,2014,9,1,19.9,5,0,126.914998
"995",999999999,2014-02-11,2,11,2014,10,1,21.9,6,0,112.454997
"996",999999999,2014-02-11,2,11,2014,11,1,23,0,1,94.41
"997",999999999,2014-02-11,2,11,2014,12,1,24.1,1,1,91.739999
"998",999999999,2014-02-11,2,11,2014,13,1,25,2,1,85.98
"999",999999999,2014-02-11,2,11,2014,14,1,25,3,1,84.39
"1000",999999999,2014-02-11,2,11,2014,15,1,25,4,1,45.735
"1001",999999999,2014-02-11,2,11,2014,16,1,24.1,5,0,0.24
"1002",999999999,2014-02-11,2,11,2014,17,1,21.9,6,0,0.795
"1003",999999999,2014-02-11,2,11,2014,18,1,21,2,1,0.06
"1015",999999999,2014-02-12,2,12,2014,6,0,8.1,0,1,17.925
"1016",999999999,2014-02-12,2,12,2014,7,1,10,1,1,96.764998
"1017",999999999,2014-02-12,2,12,2014,8,1,14,2,1,131.384998
"1018",999999999,2014-02-12,2,12,2014,9,1,18,3,1,125.564998
"1019",999999999,2014-02-12,2,12,2014,10,1,21,4,1,121.844998
"1020",999999999,2014-02-12,2,12,2014,11,1,23,5,0,125.234998
"1021",999999999,2014-02-12,2,12,2014,12,1,21,6,0,102.794999
"1022",999999999,2014-02-12,2,12,2014,13,1,21.9,0,1,94.169998
"1023",999999999,2014-02-12,2,12,2014,14,1,23,1,1,99.584998
"1024",999999999,2014-02-12,2,12,2014,15,1,23,2,1,44.925
"1039",999999999,2014-02-13,2,13,2014,6,0,30.55,3,1,22.275
"1040",999999999,2014-02-13,2,13,2014,7,1,31.76666667,4,1,99.539998
"1041",999999999,2014-02-13,2,13,2014,8,1,33.85,5,0,126.674998
"1042",999999999,2014-02-13,2,13,2014,9,1,33.68333333,6,0,123.96
"1043",999999999,2014-02-13,2,13,2014,10,1,33.86666667,0,1,95.159999
"1044",999999999,2014-02-13,2,13,2014,11,1,34.9,1,1,99.045
"1045",999999999,2014-02-13,2,13,2014,12,1,34.8,2,1,90.585
"1046",999999999,2014-02-13,2,13,2014,13,1,33.625,3,1,89.265
"1047",999999999,2014-02-13,2,13,2014,14,1,33.45,4,1,83.655
"1048",999999999,2014-02-13,2,13,2014,15,1,33.45,5,0,42.765
"1063",999999999,2014-02-14,2,14,2014,6,0,33.84,6,0,26.91
"1064",999999999,2014-02-14,2,14,2014,7,1,34.45,0,1,108.944997
"1065",999999999,2014-02-14,2,14,2014,8,1,34,1,1,142.74
"1066",999999999,2014-02-14,2,14,2014,9,1,30.73333333,2,1,127.739997
"1067",999999999,2014-02-14,2,14,2014,10,1,30.34,3,1,119.444998
"1068",999999999,2014-02-14,2,14,2014,11,1,33.1,4,1,90.69
"1069",999999999,2014-02-14,2,14,2014,12,1,33.1,5,0,91.019999
"1070",999999999,2014-02-14,2,14,2014,13,1,34,6,0,76.395
"1071",999999999,2014-02-14,2,14,2014,14,1,35.1,0,1,50.595
"1072",999999999,2014-02-14,2,14,2014,15,1,36,1,1,22.185
"1135",999999999,2014-02-17,2,17,2014,6,0,14,1,1,18.9
"1136",999999999,2014-02-17,2,17,2014,7,1,16,2,1,82.185
"1137",999999999,2014-02-17,2,17,2014,8,1,17.1,3,1,79.26
"1138",999999999,2014-02-17,2,17,2014,9,1,19.9,4,1,72.765
"1139",999999999,2014-02-17,2,17,2014,10,1,23,5,0,74.115
"1140",999999999,2014-02-17,2,17,2014,11,1,25,6,0,73.545
"1141",999999999,2014-02-17,2,17,2014,12,1,27,0,1,73.155
"1142",999999999,2014-02-17,2,17,2014,13,1,28,1,1,73.185
"1143",999999999,2014-02-17,2,17,2014,14,1,28.9,2,1,62.16
"1144",999999999,2014-02-17,2,17,2014,15,1,28.9,3,1,28.89
"1159",999999999,2014-02-18,2,18,2014,6,0,19,4,1,20.985
"1160",999999999,2014-02-18,2,18,2014,7,1,19,5,0,87.36
"1161",999999999,2014-02-18,2,18,2014,8,1,21,6,0,82.59
