"","x"
"311",48.5538631586618
"312",45.7224324401691
"313",77.7428520879015
"314",76.404142760507
"315",75.0654334331125
"316",73.7267241057179
"317",70.8952933872253
"318",71.0493054509289
"319",69.7105961235344
"320",116.814518444319
"321",117.864163342681
"322",119.212352519263
"323",121.157630252285
"324",123.102907985306
"325",125.048185718327
"326",125.500742060251
"327",124.162032732856
"328",121.032057736144
"329",116.409361348333
"330",113.279386351621
"331",108.656689963811
"332",105.825259245318
"333",52.7599312093288
"334",51.4212218819343
"335",48.291246885222
"336",46.9525375578275
"337",77.4802358144909
"338",74.6488050959983
"339",73.3100957686037
"340",71.9713864412092
"341",70.6326771138147
"342",69.2939677864202
"343",66.1639927897079
"344",116.551902170908
"345",117.004458512831
"346",118.949736245853
"347",120.895013978874
"348",122.840291711895
"349",119.710316715183
"350",118.371607387789
"351",115.540176669296
"352",112.410201672584
"353",109.578770954091
"354",111.524048687112
"355",106.901352299302
"356",107.055364363006
"357",53.9900363270163
"358",52.6513269996218
"359",51.9097062286665
"360",53.2578954052486
"361",80.501606601467
"362",77.6701758829744
"363",76.3314665555799
"364",74.9927572281853
"365",75.1467692918889
"366",75.5993256338121
"367",75.7533376975157
"368",124.648525687618
"369",123.309816360223
"370",123.463828423927
"371",123.91638476585
"372",120.786409769138
"373",119.447700441743
"374",118.108991114349
"375",116.770281786954
"376",115.43157245956
"377",115.884128801483
"378",115.441052308747
"379",114.997975816012
"380",115.151987879715
"381",66.117007599691
"382",65.8232032460651
"383",64.4844939186706
"384",61.3545189219583
"385",92.678335253874
"386",92.3347735205449
"387",92.4887855842485
"388",92.9413419261718
"389",93.0953539898753
"390",88.472657602065
"391",86.2383154400116
"392",130.953883535039
"393",129.615174207644
"394",128.12719274114
"395",126.042122718196
"396",125.400016706648
"397",127.245779680263
"398",127.996880300405
"399",127.70307594678
"400",127.259999454044
"401",127.264739378638
"402",124.134764381925
"403",121.004789385213
"404",118.17335866672
"405",66.899296300049
"406",63.7693213033367
"407",60.9378905848441
"408",57.8079155881318
"409",86.5443481754775
"410",85.2056388480829
"411",83.8669295206884
"412",82.5282201932939
"413",79.6967894748013
"414",75.0740930869909
"415",73.7353837595963
"416",119.645128967502
"417",119.500596752986
"418",122.938595877106
"419",123.391152219029
"420",125.33642995205
"421",123.997720624656
"422",122.659011297261
"423",121.320301969867
"424",118.488871251374
"425",115.358896254662
"426",114.020186927267
"427",110.890211930555
"428",108.058781212062
"429",58.2774402364889
"430",56.9387309090944
"431",53.8087559123821
"432",50.9773251938894
"433",81.5050234505237
"434",80.1663141231292
"435",77.0363391264169
"436",74.2049084079243
"437",72.8661990805298
"438",69.7362240838175
"439",68.397514756423
"440",115.501437077207
"441",115.953993419131
"442",112.824018422418
"443",111.485309095024
"444",111.937865436947
"445",110.599156109552
"446",109.260446782158
"447",107.921737454763
"448",106.583028127369
"449",101.960331739558
"450",98.8303567428462
"451",95.7003817461339
"452",94.3616724187394
"453",43.0876100520679
"454",41.7489007246734
"455",38.6189257279611
"456",37.2802164005666
"457",66.3151932661319
"458",64.9764839387373
"459",63.6377746113428
"460",62.2990652839483
"461",60.9603559565538
"462",59.6216466291593
"463",56.491671632447
"464",105.386859622549
"465",107.33213735557
"466",106.142700167286
"467",106.147440091879
"468",108.39126210312
"469",107.052552775726
"470",107.20656483943
"471",105.569311233815
"472",104.52914618464
"473",101.697715466148
"474",100.956094695193
"475",100.363746063347
"476",100.96557454438
"477",51.1842335688068
"478",49.8455242414122
"479",48.5068149140177
"480",47.1681055866232
"481",77.6958038432575
"482",76.8049109331924
"483",75.0183851884684
"484",73.6796758610739
"485",67.2657138039457
"486",65.9270044765512
"487",62.797029479839
"488",108.408230409525
"489",107.069521082131
"490",105.880083893846
"491",105.88482381844
"492",106.337380160363
"493",104.998670832968
"494",105.451227174892
"495",104.112517847497
"496",103.967985632981
"497",102.927820583806
"498",101.439839117302
"499",100.250401929017
"500",98.9116926016226
"501",49.1303516260492
"502",47.7916422986547
"503",46.4529329712602
"504",45.1142236438657
"505",74.1492005094309
"506",72.8104911820364
"507",71.4717818546419
"508",70.1330725272474
"509",68.7943631998528
"510",67.4556538724583
"511",66.9130626203161
"512",114.713588256946
"513",115.166144598869
"514",118.604143722989
"515",120.54942145601
"516",122.793243467251
"517",124.738521200273
"518",122.404664278813
"519",119.374204041507
"520",117.139861879454
"521",114.308431160961
"522",112.969721833566
"523",110.138291115074
"524",112.879686923347
"525",60.5109622032039
"526",60.9635185451272
"527",59.6248092177326
"528",58.2860998903381
"529",90.1572473989898
"530",88.8185380715953
"531",87.4300713644975
"532",86.091362037103
"533",85.6980429240706
"534",83.612972901127
"535",82.0503553650678
"536",131.169451563835
"537",129.83074223644
"538",129.984754300144
"539",127.153323581651
"540",127.307335645355
"541",125.96862631796
"542",124.231857952939
"543",123.291207663171
"544",121.952498335777
"545",121.807966121261
"546",121.066345350305
"547",119.727636022911
"548",118.388926695516
"549",68.6075857199428
"550",62.1936236628147
"551",60.8549143354201
"552",58.0234836169275
"553",88.5511818735618
"554",87.2124725461672
"555",85.8737632187727
"556",84.5350538913782
"557",81.4050788946659
"558",80.0663695672714
"559",78.7276602398769
"560",127.622848229979
"561",126.284138902584
"562",126.438150966288
"563",128.383428699309
"564",127.044719371915
"565",125.70601004452
"566",124.367300717126
"567",123.028591389731
"568",121.689882062337
"569",122.14243840426
"570",118.713919129328
"571",119.763564027691
"572",118.126310422076
"573",66.2551594989657
"574",64.9164501715711
"575",65.667550791714
"576",62.5375757950017
"577",92.7667297734455
"578",91.3285056866444
"579",93.6718424572919
"580",110.544334101294
"581",110.101257608559
"582",107.269826890066
"583",105.931117562672
"584",149.90032496215
"585",150.800697721403
"586",144.386735664274
"587",139.764039276464
"588",135.141342888654
"589",135.593899230577
"590",134.255189903182
"591",131.12521490647
"592",126.50251851866
"593",123.372543521947
"594",122.033834194553
"595",120.695124867158
"596",117.863694148666
"597",68.0823531730924
"598",64.9523781763801
"599",63.6136688489856
"600",60.7822381304929
"601",89.5186707178095
"602",86.6872399993168
"603",85.3485306719223
"604",80.4272900058923
"605",80.8798463478155
"606",74.4658842906874
"607",73.1271749632929
"608",122.022362953395
"609",127.251627746832
"610",129.196905479854
"611",129.649461821777
"612",129.80347388548
"613",130.256030227404
"614",130.410042291107
"615",129.071332963713
"616",126.23990224522
"617",124.901192917825
"618",120.278496530015
"619",117.148521533303
"620",114.31709081481
"621",62.744484169919
"622",61.4057748425245
"623",58.5743441240319
"624",55.4443691273196
"625",84.1808017146652
"626",82.8420923872707
"627",83.2946487291939
"628",81.9559394017994
"629",78.8259644050871
"630",79.2785207470103
"631",76.1485457502981
"632",125.0437337404
"633",126.989011473421
"634",128.934289206443
"635",132.670832608782
"636",134.616110341803
"637",136.561388074825
"638",134.92413446921
"639",133.883969420036
"640",129.261273032225
"641",124.638576644415
"642",121.508601647703
"643",118.67717092921
"644",115.547195932498
"645",64.2731335658261
"646",61.1431585691139
"647",61.5957149110371
"648",58.4657399143248
"649",92.277425231404
"650",90.9387159040095
"651",89.600006576615
"652",88.2612972492205
"653",86.922587921826
"654",85.5838785944314
"655",84.2451692670369
"656",133.140357257139
"657",131.801647929744
"658",131.955659993448
"659",132.408216335371
"660",132.562228399075
"661",133.014784740998
"662",133.467341082921
"663",133.621353146625
"664",127.207391089497
"665",122.584694701686
"666",121.245985374292
"667",118.414554655799
"668",115.284579659087
"669",64.0105172924155
"670",59.3878209046051
"671",56.2578459078928
"672",53.1278709111805
"673",82.1628477767167
"674",79.0328727800044
"675",76.2014420615118
"676",73.0714670647995
"677",71.732757737405
"678",70.3940484100105
"679",67.5626176915178
"680",114.666540012302
"681",113.327830684908
"682",118.557095478345
"683",118.711107542048
"684",119.163663883972
"685",116.033688887259
"686",116.486245229183
"687",113.35627023247
"688",112.017560905076
"689",109.186130186583
"690",106.056155189871
"691",99.9407374109624
"692",95.318041023152
"693",43.7454343782609
"694",40.6154593815486
"695",39.2767500541541
"696",36.4453193356615
"697",63.689030531909
"698",60.5590555351967
"699",55.9363591473863
"700",53.1049284288937
"701",51.7662191014992
"702",48.6362441047869
"703",47.2975347773924
"704",94.4014570981767
"705",94.8540134400999
"706",95.0080255038035
"707",95.4605818457268
"708",95.6145939094303
"709",96.0671502513536
"710",96.2211623150572
"711",96.6737186569804
"712",93.5437436602681
"713",90.7123129417755
"714",87.5823379450632
"715",84.7509072265706
"716",81.6209322298583
"717",31.8395912542849
"718",29.0081605357923
"719",25.87818553908
"720",22.7482105423677
"721",51.7831874079039
"722",48.6532124111916
"723",47.3145030837971
"724",45.9757937564025
"725",44.637084429008
"726",43.2983751016135
"727",41.959665774219
"728",90.854853764321
"729",94.5913971666601
"730",96.5366748996815
"731",98.4819526327028
"732",98.6359646964064
"733",97.2972553690119
"734",95.9585460416174
"735",94.6198367142229
"736",91.7884059957302
"737",88.658430999018
"738",85.8270002805253
"739",84.4882909531308
"740",81.3583159564185
"741",31.5769749808451
"742",26.9542785930347
"743",23.8243035963225
"744",22.485594268928
