"","X","Date","hour","temperature","year","month","day","DayOfWeek","Weekday","PeakHour","Account","tree.pred"
"468",468,"12/20/2014",11,33.08,2014,12,20,5,0,1,744,"Optimal"
"469",469,"12/20/2014",12,33.08,2014,12,20,5,0,1,744,"Optimal"
"470",470,"12/20/2014",13,33.98,2014,12,20,5,0,1,744,"Optimal"
"471",471,"12/20/2014",14,33.8,2014,12,20,5,0,1,744,"Optimal"
"472",472,"12/20/2014",15,33.98,2014,12,20,5,0,1,744,"Optimal"
"473",473,"12/20/2014",16,33.08,2014,12,20,5,0,1,744,"Optimal"
"474",474,"12/20/2014",17,33.44,2014,12,20,5,0,1,744,"Optimal"
"475",475,"12/20/2014",18,33.89,2014,12,20,5,0,1,744,"Optimal"
"476",476,"12/20/2014",19,35.06,2014,12,20,5,0,1,744,"Optimal"
"477",477,"12/20/2014",20,35.06,2014,12,20,5,0,0,744,"Optimal"
"478",478,"12/20/2014",21,35.06,2014,12,20,5,0,0,744,"Optimal"
"479",479,"12/20/2014",22,35.06,2014,12,20,5,0,0,744,"Optimal"
"480",480,"12/20/2014",23,35.06,2014,12,20,5,0,0,744,"Optimal"
"481",481,"12/21/2014",0,35.06,2014,12,21,6,0,0,744,"Optimal"
"482",482,"12/21/2014",1,35.33,2014,12,21,6,0,0,744,"Optimal"
"483",483,"12/21/2014",2,35.06,2014,12,21,6,0,0,744,"Optimal"
"484",484,"12/21/2014",3,35.06,2014,12,21,6,0,0,744,"Optimal"
"485",485,"12/21/2014",4,32,2014,12,21,6,0,0,744,"Optimal"
"486",486,"12/21/2014",5,32,2014,12,21,6,0,0,744,"Optimal"
"487",487,"12/21/2014",6,30.92,2014,12,21,6,0,0,744,"Optimal"
"488",488,"12/21/2014",7,30.02,2014,12,21,6,0,1,744,"Optimal"
"489",489,"12/21/2014",8,30.02,2014,12,21,6,0,1,744,"Optimal"
"490",490,"12/21/2014",9,30.11,2014,12,21,6,0,1,744,"Optimal"
"491",491,"12/21/2014",10,30.92,2014,12,21,6,0,1,744,"Optimal"
"492",492,"12/21/2014",11,32,2014,12,21,6,0,1,744,"Optimal"
"493",493,"12/21/2014",12,32,2014,12,21,6,0,1,744,"Optimal"
"494",494,"12/21/2014",13,33.08,2014,12,21,6,0,1,744,"Optimal"
"495",495,"12/21/2014",14,33.08,2014,12,21,6,0,1,744,"Optimal"
"496",496,"12/21/2014",15,33.8,2014,12,21,6,0,1,744,"Optimal"
"497",497,"12/21/2014",16,33.98,2014,12,21,6,0,1,744,"Optimal"
"498",498,"12/21/2014",17,33.89,2014,12,21,6,0,1,744,"Optimal"
"499",499,"12/21/2014",18,33.98,2014,12,21,6,0,1,744,"Optimal"
"500",500,"12/21/2014",19,33.98,2014,12,21,6,0,1,744,"Optimal"
"501",501,"12/21/2014",20,33.98,2014,12,21,6,0,0,744,"Optimal"
"502",502,"12/21/2014",21,33.98,2014,12,21,6,0,0,744,"Optimal"
"503",503,"12/21/2014",22,33.98,2014,12,21,6,0,0,744,"Optimal"
"504",504,"12/21/2014",23,33.98,2014,12,21,6,0,0,744,"Optimal"
"505",505,"12/22/2014",0,33.08,2014,12,22,0,1,0,744,"Optimal"
"506",506,"12/22/2014",1,33.08,2014,12,22,0,1,0,744,"Optimal"
"507",507,"12/22/2014",2,33.08,2014,12,22,0,1,0,744,"Optimal"
"508",508,"12/22/2014",3,33.08,2014,12,22,0,1,0,744,"Optimal"
"509",509,"12/22/2014",4,33.08,2014,12,22,0,1,0,744,"Optimal"
"510",510,"12/22/2014",5,33.08,2014,12,22,0,1,0,744,"Optimal"
"511",511,"12/22/2014",6,33.56,2014,12,22,0,1,0,744,"Optimal"
"512",512,"12/22/2014",7,33.98,2014,12,22,0,1,1,744,"Optimal"
"513",513,"12/22/2014",8,35.06,2014,12,22,0,1,1,744,"Optimal"
"514",514,"12/22/2014",9,37.94,2014,12,22,0,1,1,744,"Optimal"
"515",515,"12/22/2014",10,39.92,2014,12,22,0,1,1,744,"Optimal"
"516",516,"12/22/2014",11,42.08,2014,12,22,0,1,1,744,"Optimal"
"517",517,"12/22/2014",12,44.06,2014,12,22,0,1,1,744,"Optimal"
"518",518,"12/22/2014",13,43.46,2014,12,22,0,1,1,744,"Optimal"
"519",519,"12/22/2014",14,42.44,2014,12,22,0,1,1,744,"Optimal"
"520",520,"12/22/2014",15,41.9,2014,12,22,0,1,1,744,"Optimal"
"521",521,"12/22/2014",16,41,2014,12,22,0,1,1,744,"Optimal"
"522",522,"12/22/2014",17,41,2014,12,22,0,1,1,744,"Optimal"
"523",523,"12/22/2014",18,40.1,2014,12,22,0,1,1,744,"Optimal"
"524",524,"12/22/2014",19,42.56,2014,12,22,0,1,1,744,"Optimal"
"525",525,"12/22/2014",20,41,2014,12,22,0,1,0,744,"Optimal"
"526",526,"12/22/2014",21,42.08,2014,12,22,0,1,0,744,"Optimal"
"527",527,"12/22/2014",22,42.08,2014,12,22,0,1,0,744,"Optimal"
"528",528,"12/22/2014",23,42.08,2014,12,22,0,1,0,744,"Optimal"
"529",529,"12/23/2014",0,42.89,2014,12,23,1,1,0,744,"Optimal"
"530",530,"12/23/2014",1,42.89,2014,12,23,1,1,0,744,"Optimal"
"531",531,"12/23/2014",2,42.86,2014,12,23,1,1,0,744,"Optimal"
"532",532,"12/23/2014",3,42.86,2014,12,23,1,1,0,744,"Optimal"
"533",533,"12/23/2014",4,43.43,2014,12,23,1,1,0,744,"Optimal"
"534",534,"12/23/2014",5,42.98,2014,12,23,1,1,0,744,"Optimal"
"535",535,"12/23/2014",6,42.845,2014,12,23,1,1,0,744,"Optimal"
"536",536,"12/23/2014",7,44.06,2014,12,23,1,1,1,744,"Optimal"
"537",537,"12/23/2014",8,44.06,2014,12,23,1,1,1,744,"Optimal"
"538",538,"12/23/2014",9,44.96,2014,12,23,1,1,1,744,"Optimal"
"539",539,"12/23/2014",10,44.06,2014,12,23,1,1,1,744,"Optimal"
"540",540,"12/23/2014",11,44.96,2014,12,23,1,1,1,744,"Optimal"
"541",541,"12/23/2014",12,44.96,2014,12,23,1,1,1,744,"Optimal"
"542",542,"12/23/2014",13,44.72,2014,12,23,1,1,1,744,"Optimal"
"543",543,"12/23/2014",14,44.96,2014,12,23,1,1,1,744,"Optimal"
"544",544,"12/23/2014",15,44.96,2014,12,23,1,1,1,744,"Optimal"
"545",545,"12/23/2014",16,45.68,2014,12,23,1,1,1,744,"Optimal"
"546",546,"12/23/2014",17,46.04,2014,12,23,1,1,1,744,"Optimal"
"547",547,"12/23/2014",18,46.04,2014,12,23,1,1,1,744,"Optimal"
"548",548,"12/23/2014",19,46.04,2014,12,23,1,1,1,744,"Optimal"
"549",549,"12/23/2014",20,46.04,2014,12,23,1,1,0,744,"Optimal"
"550",550,"12/23/2014",21,42.98,2014,12,23,1,1,0,744,"Optimal"
"551",551,"12/23/2014",22,42.98,2014,12,23,1,1,0,744,"Optimal"
"552",552,"12/23/2014",23,42.08,2014,12,23,1,1,0,744,"Optimal"
"553",553,"12/24/2014",0,42.08,2014,12,24,2,1,0,744,"Optimal"
"554",554,"12/24/2014",1,42.08,2014,12,24,2,1,0,744,"Optimal"
"555",555,"12/24/2014",2,42.08,2014,12,24,2,1,0,744,"Optimal"
"556",556,"12/24/2014",3,42.08,2014,12,24,2,1,0,744,"Optimal"
"557",557,"12/24/2014",4,41,2014,12,24,2,1,0,744,"Optimal"
"558",558,"12/24/2014",5,41,2014,12,24,2,1,0,744,"Optimal"
"559",559,"12/24/2014",6,41,2014,12,24,2,1,0,744,"Optimal"
"560",560,"12/24/2014",7,42.08,2014,12,24,2,1,1,744,"Optimal"
"561",561,"12/24/2014",8,42.08,2014,12,24,2,1,1,744,"Optimal"
"562",562,"12/24/2014",9,42.98,2014,12,24,2,1,1,744,"Optimal"
"563",563,"12/24/2014",10,44.96,2014,12,24,2,1,1,744,"Optimal"
"564",564,"12/24/2014",11,44.96,2014,12,24,2,1,1,744,"Optimal"
"565",565,"12/24/2014",12,44.96,2014,12,24,2,1,1,744,"Optimal"
"566",566,"12/24/2014",13,44.96,2014,12,24,2,1,1,744,"Optimal"
"567",567,"12/24/2014",14,44.96,2014,12,24,2,1,1,744,"Optimal"
"568",568,"12/24/2014",15,44.96,2014,12,24,2,1,1,744,"Optimal"
"569",569,"12/24/2014",16,46.04,2014,12,24,2,1,1,744,"Optimal"
"570",570,"12/24/2014",17,44.78,2014,12,24,2,1,1,744,"Optimal"
"571",571,"12/24/2014",18,46.22,2014,12,24,2,1,1,744,"Optimal"
"572",572,"12/24/2014",19,46.04,2014,12,24,2,1,1,744,"Optimal"
"573",573,"12/24/2014",20,44.78,2014,12,24,2,1,0,744,"Optimal"
"574",574,"12/24/2014",21,44.78,2014,12,24,2,1,0,744,"Optimal"
"575",575,"12/24/2014",22,46.04,2014,12,24,2,1,0,744,"Optimal"
"576",576,"12/24/2014",23,44.96,2014,12,24,2,1,0,744,"Optimal"
"577",577,"12/25/2014",0,44.78,2014,12,25,3,1,0,744,"Optimal"
"578",578,"12/25/2014",1,44.72,2014,12,25,3,1,0,744,"Optimal"
"579",579,"12/25/2014",2,46.94,2014,12,25,3,1,0,744,"Optimal"
"580",580,"12/25/2014",3,57.92,2014,12,25,3,1,0,744,"Optimal"
"581",581,"12/25/2014",4,58.46,2014,12,25,3,1,0,744,"Optimal"
"582",582,"12/25/2014",5,57.56,2014,12,25,3,1,0,744,"Optimal"
"583",583,"12/25/2014",6,57.56,2014,12,25,3,1,0,744,"Optimal"
"584",584,"12/25/2014",7,55.67,2014,12,25,3,1,1,744,"Optimal"
"585",585,"12/25/2014",8,57.02,2014,12,25,3,1,1,744,"Optimal"
"586",586,"12/25/2014",9,53.96,2014,12,25,3,1,1,744,"Optimal"
"587",587,"12/25/2014",10,51.98,2014,12,25,3,1,1,744,"Optimal"
"588",588,"12/25/2014",11,50,2014,12,25,3,1,1,744,"Optimal"
"589",589,"12/25/2014",12,51.08,2014,12,25,3,1,1,744,"Optimal"
"590",590,"12/25/2014",13,51.08,2014,12,25,3,1,1,744,"Optimal"
"591",591,"12/25/2014",14,50,2014,12,25,3,1,1,744,"Optimal"
"592",592,"12/25/2014",15,48.02,2014,12,25,3,1,1,744,"Optimal"
"593",593,"12/25/2014",16,46.94,2014,12,25,3,1,1,744,"Optimal"
"594",594,"12/25/2014",17,46.94,2014,12,25,3,1,1,744,"Optimal"
"595",595,"12/25/2014",18,46.94,2014,12,25,3,1,1,744,"Optimal"
"596",596,"12/25/2014",19,46.04,2014,12,25,3,1,1,744,"Optimal"
"597",597,"12/25/2014",20,46.04,2014,12,25,3,1,0,744,"Optimal"
"598",598,"12/25/2014",21,44.96,2014,12,25,3,1,0,744,"Optimal"
"599",599,"12/25/2014",22,44.96,2014,12,25,3,1,0,744,"Optimal"
"600",600,"12/25/2014",23,44.06,2014,12,25,3,1,0,744,"Optimal"
"601",601,"12/26/2014",0,42.98,2014,12,26,4,1,0,744,"Optimal"
"602",602,"12/26/2014",1,42.08,2014,12,26,4,1,0,744,"Optimal"
"603",603,"12/26/2014",2,42.08,2014,12,26,4,1,0,744,"Optimal"
"604",604,"12/26/2014",3,39.92,2014,12,26,4,1,0,744,"Optimal"
"605",605,"12/26/2014",4,41,2014,12,26,4,1,0,744,"Optimal"
"606",606,"12/26/2014",5,37.94,2014,12,26,4,1,0,744,"Optimal"
"607",607,"12/26/2014",6,37.94,2014,12,26,4,1,0,744,"Optimal"
"608",608,"12/26/2014",7,39.02,2014,12,26,4,1,1,744,"Optimal"
"609",609,"12/26/2014",8,42.98,2014,12,26,4,1,1,744,"Optimal"
"610",610,"12/26/2014",9,44.96,2014,12,26,4,1,1,744,"Optimal"
"611",611,"12/26/2014",10,46.04,2014,12,26,4,1,1,744,"Optimal"
"612",612,"12/26/2014",11,46.94,2014,12,26,4,1,1,744,"Optimal"
"613",613,"12/26/2014",12,48.02,2014,12,26,4,1,1,744,"Optimal"
"614",614,"12/26/2014",13,48.92,2014,12,26,4,1,1,744,"Optimal"
"615",615,"12/26/2014",14,48.92,2014,12,26,4,1,1,744,"Optimal"
"616",616,"12/26/2014",15,48.02,2014,12,26,4,1,1,744,"Optimal"
"617",617,"12/26/2014",16,48.02,2014,12,26,4,1,1,744,"Optimal"
"618",618,"12/26/2014",17,46.04,2014,12,26,4,1,1,744,"Optimal"
"619",619,"12/26/2014",18,44.96,2014,12,26,4,1,1,744,"Optimal"
"620",620,"12/26/2014",19,44.06,2014,12,26,4,1,1,744,"Optimal"
"621",621,"12/26/2014",20,42.98,2014,12,26,4,1,0,744,"Optimal"
"622",622,"12/26/2014",21,42.98,2014,12,26,4,1,0,744,"Optimal"
"623",623,"12/26/2014",22,42.08,2014,12,26,4,1,0,744,"Optimal"
"624",624,"12/26/2014",23,41,2014,12,26,4,1,0,744,"Optimal"
"625",625,"12/27/2014",0,39.92,2014,12,27,5,0,0,744,"Optimal"
"626",626,"12/27/2014",1,39.92,2014,12,27,5,0,0,744,"Optimal"
"627",627,"12/27/2014",2,41,2014,12,27,5,0,0,744,"Optimal"
"628",628,"12/27/2014",3,41,2014,12,27,5,0,0,744,"Optimal"
"629",629,"12/27/2014",4,39.92,2014,12,27,5,0,0,744,"Optimal"
"630",630,"12/27/2014",5,41,2014,12,27,5,0,0,744,"Optimal"
"631",631,"12/27/2014",6,39.92,2014,12,27,5,0,0,744,"Optimal"
"632",632,"12/27/2014",7,41,2014,12,27,5,0,1,744,"Optimal"
"633",633,"12/27/2014",8,42.98,2014,12,27,5,0,1,744,"Optimal"
"634",634,"12/27/2014",9,44.96,2014,12,27,5,0,1,744,"Optimal"
"635",635,"12/27/2014",10,48.02,2014,12,27,5,0,1,744,"Optimal"
"636",636,"12/27/2014",11,50,2014,12,27,5,0,1,744,"Optimal"
"637",637,"12/27/2014",12,51.98,2014,12,27,5,0,1,744,"Optimal"
"638",638,"12/27/2014",13,51.8,2014,12,27,5,0,1,744,"Optimal"
"639",639,"12/27/2014",14,51.98,2014,12,27,5,0,1,744,"Optimal"
"640",640,"12/27/2014",15,50,2014,12,27,5,0,1,744,"Optimal"
"641",641,"12/27/2014",16,48.02,2014,12,27,5,0,1,744,"Optimal"
"642",642,"12/27/2014",17,46.94,2014,12,27,5,0,1,744,"Optimal"
"643",643,"12/27/2014",18,46.04,2014,12,27,5,0,1,744,"Optimal"
"644",644,"12/27/2014",19,44.96,2014,12,27,5,0,1,744,"Optimal"
"645",645,"12/27/2014",20,44.06,2014,12,27,5,0,0,744,"Optimal"
"646",646,"12/27/2014",21,42.98,2014,12,27,5,0,0,744,"Optimal"
"647",647,"12/27/2014",22,44.06,2014,12,27,5,0,0,744,"Optimal"
"648",648,"12/27/2014",23,42.98,2014,12,27,5,0,0,744,"Optimal"
"649",649,"12/28/2014",0,44.96,2014,12,28,6,0,0,744,"Optimal"
"650",650,"12/28/2014",1,44.96,2014,12,28,6,0,0,744,"Optimal"
"651",651,"12/28/2014",2,44.96,2014,12,28,6,0,0,744,"Optimal"
"652",652,"12/28/2014",3,44.96,2014,12,28,6,0,0,744,"Optimal"
"653",653,"12/28/2014",4,44.96,2014,12,28,6,0,0,744,"Optimal"
"654",654,"12/28/2014",5,44.96,2014,12,28,6,0,0,744,"Optimal"
"655",655,"12/28/2014",6,44.96,2014,12,28,6,0,0,744,"Optimal"
"656",656,"12/28/2014",7,46.04,2014,12,28,6,0,1,744,"Optimal"
"657",657,"12/28/2014",8,46.04,2014,12,28,6,0,1,744,"Optimal"
"658",658,"12/28/2014",9,46.94,2014,12,28,6,0,1,744,"Optimal"
"659",659,"12/28/2014",10,48.02,2014,12,28,6,0,1,744,"Optimal"
"660",660,"12/28/2014",11,48.92,2014,12,28,6,0,1,744,"Optimal"
"661",661,"12/28/2014",12,50,2014,12,28,6,0,1,744,"Optimal"
"662",662,"12/28/2014",13,51.08,2014,12,28,6,0,1,744,"Optimal"
"663",663,"12/28/2014",14,51.98,2014,12,28,6,0,1,744,"Optimal"
"664",664,"12/28/2014",15,48.92,2014,12,28,6,0,1,744,"Optimal"
"665",665,"12/28/2014",16,46.94,2014,12,28,6,0,1,744,"Optimal"
"666",666,"12/28/2014",17,46.94,2014,12,28,6,0,1,744,"Optimal"
"667",667,"12/28/2014",18,46.04,2014,12,28,6,0,1,744,"Optimal"
"668",668,"12/28/2014",19,44.96,2014,12,28,6,0,1,744,"Optimal"
"669",669,"12/28/2014",20,44.06,2014,12,28,6,0,0,744,"Optimal"
"670",670,"12/28/2014",21,42.08,2014,12,28,6,0,0,744,"Optimal"
"671",671,"12/28/2014",22,41,2014,12,28,6,0,0,744,"Optimal"
"672",672,"12/28/2014",23,39.92,2014,12,28,6,0,0,744,"Optimal"
"673",673,"12/29/2014",0,39.02,2014,12,29,0,1,0,744,"Optimal"
"674",674,"12/29/2014",1,37.94,2014,12,29,0,1,0,744,"Optimal"
"675",675,"12/29/2014",2,37.04,2014,12,29,0,1,0,744,"Optimal"
"676",676,"12/29/2014",3,35.96,2014,12,29,0,1,0,744,"Optimal"
"677",677,"12/29/2014",4,35.96,2014,12,29,0,1,0,744,"Optimal"
"678",678,"12/29/2014",5,35.96,2014,12,29,0,1,0,744,"Optimal"
"679",679,"12/29/2014",6,35.06,2014,12,29,0,1,0,744,"Optimal"
"680",680,"12/29/2014",7,35.06,2014,12,29,0,1,1,744,"Optimal"
"681",681,"12/29/2014",8,35.06,2014,12,29,0,1,1,744,"Optimal"
"682",682,"12/29/2014",9,39.02,2014,12,29,0,1,1,744,"Optimal"
"683",683,"12/29/2014",10,39.92,2014,12,29,0,1,1,744,"Optimal"
"684",684,"12/29/2014",11,41,2014,12,29,0,1,1,744,"Optimal"
"685",685,"12/29/2014",12,39.92,2014,12,29,0,1,1,744,"Optimal"
"686",686,"12/29/2014",13,41,2014,12,29,0,1,1,744,"Optimal"
"687",687,"12/29/2014",14,39.92,2014,12,29,0,1,1,744,"Optimal"
"688",688,"12/29/2014",15,39.92,2014,12,29,0,1,1,744,"Optimal"
"689",689,"12/29/2014",16,39.02,2014,12,29,0,1,1,744,"Optimal"
"690",690,"12/29/2014",17,37.94,2014,12,29,0,1,1,744,"Optimal"
"691",691,"12/29/2014",18,35.06,2014,12,29,0,1,1,744,"Optimal"
"692",692,"12/29/2014",19,33.08,2014,12,29,0,1,1,744,"Optimal"
"693",693,"12/29/2014",20,32,2014,12,29,0,1,0,744,"Optimal"
"694",694,"12/29/2014",21,30.92,2014,12,29,0,1,0,744,"Optimal"
"695",695,"12/29/2014",22,30.92,2014,12,29,0,1,0,744,"Optimal"
"696",696,"12/29/2014",23,30.02,2014,12,29,0,1,0,744,"Optimal"
"697",697,"12/30/2014",0,28.04,2014,12,30,1,1,0,744,"Optimal"
"698",698,"12/30/2014",1,26.96,2014,12,30,1,1,0,744,"Optimal"
"699",699,"12/30/2014",2,24.98,2014,12,30,1,1,0,744,"Optimal"
"700",700,"12/30/2014",3,24.08,2014,12,30,1,1,0,744,"Optimal"
"701",701,"12/30/2014",4,24.08,2014,12,30,1,1,0,744,"Optimal"
"702",702,"12/30/2014",5,23,2014,12,30,1,1,0,744,"Optimal"
"703",703,"12/30/2014",6,23,2014,12,30,1,1,0,744,"Optimal"
"704",704,"12/30/2014",7,23,2014,12,30,1,1,1,744,"Optimal"
"705",705,"12/30/2014",8,24.08,2014,12,30,1,1,1,744,"Optimal"
"706",706,"12/30/2014",9,24.98,2014,12,30,1,1,1,744,"Optimal"
"707",707,"12/30/2014",10,26.06,2014,12,30,1,1,1,744,"Optimal"
"708",708,"12/30/2014",11,26.96,2014,12,30,1,1,1,744,"Optimal"
"709",709,"12/30/2014",12,28.04,2014,12,30,1,1,1,744,"Optimal"
"710",710,"12/30/2014",13,28.94,2014,12,30,1,1,1,744,"Optimal"
"711",711,"12/30/2014",14,30.02,2014,12,30,1,1,1,744,"Optimal"
"712",712,"12/30/2014",15,28.94,2014,12,30,1,1,1,744,"Optimal"
"713",713,"12/30/2014",16,28.04,2014,12,30,1,1,1,744,"Optimal"
"714",714,"12/30/2014",17,26.96,2014,12,30,1,1,1,744,"Optimal"
"715",715,"12/30/2014",18,26.06,2014,12,30,1,1,1,744,"Optimal"
"716",716,"12/30/2014",19,24.98,2014,12,30,1,1,1,744,"Optimal"
"717",717,"12/30/2014",20,24.98,2014,12,30,1,1,0,744,"Optimal"
"718",718,"12/30/2014",21,24.08,2014,12,30,1,1,0,744,"Optimal"
"719",719,"12/30/2014",22,23,2014,12,30,1,1,0,744,"Optimal"
"720",720,"12/30/2014",23,21.92,2014,12,30,1,1,0,744,"Optimal"
"721",721,"12/31/2014",0,21.02,2014,12,31,2,1,0,744,"Optimal"
"722",722,"12/31/2014",1,19.94,2014,12,31,2,1,0,744,"Optimal"
"723",723,"12/31/2014",2,19.94,2014,12,31,2,1,0,744,"Optimal"
"724",724,"12/31/2014",3,19.94,2014,12,31,2,1,0,744,"Optimal"
"725",725,"12/31/2014",4,19.94,2014,12,31,2,1,0,744,"Optimal"
"726",726,"12/31/2014",5,19.94,2014,12,31,2,1,0,744,"Optimal"
"727",727,"12/31/2014",6,19.94,2014,12,31,2,1,0,744,"Optimal"
"728",728,"12/31/2014",7,21.02,2014,12,31,2,1,1,744,"Optimal"
"729",729,"12/31/2014",8,24.08,2014,12,31,2,1,1,744,"Optimal"
"730",730,"12/31/2014",9,26.06,2014,12,31,2,1,1,744,"Optimal"
"731",731,"12/31/2014",10,28.04,2014,12,31,2,1,1,744,"Optimal"
"732",732,"12/31/2014",11,28.94,2014,12,31,2,1,1,744,"Optimal"
"733",733,"12/31/2014",12,28.94,2014,12,31,2,1,1,744,"Optimal"
"734",734,"12/31/2014",13,28.94,2014,12,31,2,1,1,744,"Optimal"
"735",735,"12/31/2014",14,28.94,2014,12,31,2,1,1,744,"Optimal"
"736",736,"12/31/2014",15,28.04,2014,12,31,2,1,1,744,"Optimal"
"737",737,"12/31/2014",16,26.96,2014,12,31,2,1,1,744,"Optimal"
"738",738,"12/31/2014",17,26.06,2014,12,31,2,1,1,744,"Optimal"
"739",739,"12/31/2014",18,26.06,2014,12,31,2,1,1,744,"Optimal"
"740",740,"12/31/2014",19,24.98,2014,12,31,2,1,1,744,"Optimal"
"741",741,"12/31/2014",20,24.98,2014,12,31,2,1,0,744,"Optimal"
"742",742,"12/31/2014",21,23,2014,12,31,2,1,0,744,"Optimal"
"743",743,"12/31/2014",22,21.92,2014,12,31,2,1,0,744,"Optimal"
"744",744,"12/31/2014",23,21.92,2014,12,31,2,1,0,744,"Optimal"
